S.NO.,PS CATEGORY,problem statement title,Domain Bucket
1255,Software,Develop Ransomware Readiness Assessment tool,Blockchain & Cybersecurity
1256,Software,"Investigation of vulnerabilities in implementation of crypto library used by OpenVPN for Internet Protocol Security (IPsec), IPV6 deployment",Blockchain & Cybersecurity
1257,Software,"Investigation of vulnerabilities in implementation of crypto library used by OpenVPN for Internet Protocol Security (IPsec), IPV6 deployment",Blockchain & Cybersecurity
1258,Software,"Investigation of vulnerabilities in implementation of crypto library used by OpenVPN for Internet Protocol Security (IPsec), IPV6 deployment",Blockchain & Cybersecurity
1259,Software,"Investigation of vulnerabilities in implementation of crypto library used by OpenVPN for Internet Protocol Security (IPsec), IPV6 deployment",Blockchain & Cybersecurity
1260,Software,"Investigation of vulnerabilities in implementation of crypto library used by OpenVPN for Internet Protocol Security (IPsec), IPV6 deployment",Blockchain & Cybersecurity
1261,Software,Create an intelligent system using AI/ML to detect phishing domains which imitate look and feel of genuine domains,Blockchain & Cybersecurity
1262,Software,Create an intelligent system using AI/ML to detect phishing domains which imitate look and feel of genuine domains,Blockchain & Cybersecurity
1263,Software,Create an intelligent system using AI/ML to detect phishing domains which imitate look and feel of genuine domains,Blockchain & Cybersecurity
1264,Software,Create an intelligent system using AI/ML to detect phishing domains which imitate look and feel of genuine domains,Blockchain & Cybersecurity
1265,Software,Create an intelligent system using AI/ML to detect phishing domains which imitate look and feel of genuine domains,Blockchain & Cybersecurity
1266,Software,Efficient enumeration of URLs of active hidden servers over anonymous channel (TOR),Blockchain & Cybersecurity
1267,Software,Efficient enumeration of URLs of active hidden servers over anonymous channel (TOR),Blockchain & Cybersecurity
1268,Software,Efficient enumeration of URLs of active hidden servers over anonymous channel (TOR),Blockchain & Cybersecurity
1269,Software,Efficient enumeration of URLs of active hidden servers over anonymous channel (TOR),Blockchain & Cybersecurity
1270,Software,Efficient enumeration of URLs of active hidden servers over anonymous channel (TOR),Blockchain & Cybersecurity
1271,Software,"Speech to text transcription for Indian languages. The problem entails transcription in the native script and then translation to English. The languages of interest are Hindi, Indian English, Urdu, Bengali, Punjabi",Miscellaneous
1272,Software,"Speech to text transcription for Indian languages. The problem entails transcription in the native script and then translation to English. The languages of interest are Hindi, Indian English, Urdu, Bengali, Punjabi",Miscellaneous
1273,Software,"Speech to text transcription for Indian languages. The problem entails transcription in the native script and then translation to English. The languages of interest are Hindi, Indian English, Urdu, Bengali, Punjabi",Miscellaneous
1274,Software,"Speech to text transcription for Indian languages. The problem entails transcription in the native script and then translation to English. The languages of interest are Hindi, Indian English, Urdu, Bengali, Punjabi",Miscellaneous
1275,Software,"Speech to text transcription for Indian languages. The problem entails transcription in the native script and then translation to English. The languages of interest are Hindi, Indian English, Urdu, Bengali, Punjabi",Miscellaneous
1276,Software,"Speech to text transcription for Indian languages. The problem entails transcription in the native script and then translation to English. The languages of interest are Hindi, Indian English, Urdu, Bengali, Punjabi",Miscellaneous
1277,Software,"Hot metal, Steel Ladle, andScrap pot Tracking by auto-capturing the Ladle numberand locations at SMS-1 andSMS-2.",Transportation& Logistics
1278,Software,"Hot metal, Steel Ladle, andScrap pot Tracking by auto-capturing the Ladle numberand locations at SMS-1 andSMS-2.",Transportation& Logistics
1279,Software,"Hot metal, Steel Ladle, andScrap pot Tracking by auto-capturing the Ladle numberand locations at SMS-1 andSMS-2.",Transportation& Logistics
1280,Software,"Hot metal, Steel Ladle, andScrap pot Tracking by auto-capturing the Ladle numberand locations at SMS-1 andSMS-2.",Transportation& Logistics
1281,Software,"Hot metal, Steel Ladle, andScrap pot Tracking by auto-capturing the Ladle numberand locations at SMS-1 andSMS-2.",Transportation& Logistics
1282,Software,"Hot metal, Steel Ladle, andScrap pot Tracking by auto-capturing the Ladle numberand locations at SMS-1 andSMS-2.",Transportation& Logistics
